store_name,date,type,floor,enter_cnt,exit_cnt,enter_rate,watcher_cnt,female,ageless16,age17to30,age31to45,age46to60,bodyfat,bodynormal,bodythin,customer,employee,hs_baldhead,hs_hat,hs_glasses
mini peace,2021-02-21,fashions,L3,155,173,0.052613714,392,0.658537,0.0762195,0.463415,0.39939,0.0609756,0.0426829,0.890244,0.0670732,1,0,0,0.0396341,0.0762195
HIMO,2021-02-28,food,B1,563,513,0.020197309,2424,0.625465,0.123606,0.403346,0.387546,0.0855019,0.000929368,0.986989,0.0120818,1,0,0,0.00836431,0.000929368
KIDSIMLE,2021-02-21,kids & babies,L3,92,69,0.012335747,69,0.57764,0.10559,0.360248,0.403727,0.130435,0,0.950311,0.0496894,1,0,0,0.0310559,0.0310559
GEMMO,2021-02-09,fashions,L2,359,288,0.030932276,990,0.517774,0.0200927,0.417311,0.522411,0.0401855,0.0200927,0.955178,0.0247295,0.998454,0.0015456,0,0.0200927,0.0278207
CAIBAI Jewelry,2021-02-21,consumer electronics,L1,545,526,0.053620622,99,0.542484,0.0392157,0.507003,0.418301,0.0354809,0.0485528,0.911298,0.0401494,0.996265,0.00373483,0,0.0504202,0.0401494
GEMMO,2021-02-19,fashions,L2,252,186,0.024087173,1077,0.559361,0.0205479,0.410959,0.525114,0.043379,0.0182648,0.952055,0.0296804,0.995434,0.00456621,0,0.0319635,0.0205479
AAPE,2021-02-28,accessories,L1,343,300,0.037622025,1041,0.346812,0.0217729,0.645412,0.267496,0.0653188,0.0419907,0.942457,0.0155521,1,0,0,0.0777605,0.0342146
Cool zone,2021-02-16,kids & babies,L3,44,37,0.012015292,173,0.518519,0.0864197,0.506173,0.345679,0.0617284,0.0617284,0.91358,0.0246914,1,0,0,0.0987654,0.0740741
GEMMO,2021-02-10,fashions,L2,540,442,0.03811675,1727,0.464358,0.0346232,0.434827,0.483707,0.0468432,0.0152749,0.962322,0.0224033,1,0,0,0.0234216,0.0305499
YSL,2021-02-22,facilities,L1,3786,2836,5.676161919,3545,0.267593,0.189369,0.349743,0.409393,0.051495,0.000906071,0.935216,0.063878,0.999849,0.000151012,0,0.00211416,0.000755059
Jujiao Nail Beauty,2021-02-21,kids & babies,B2,98,68,0.003150619,946,0.403614,0.0240964,0.337349,0.608434,0.0301205,0.0481928,0.951807,0,1,0,0,0.0542169,0.0722892
TOMMY HILFIGER,2021-02-21,facilities,L1,167,213,0.019235199,1106,0.478947,0.0473684,0.594737,0.321053,0.0368421,0.0421053,0.889474,0.0684211,0.997368,0.00263158,0,0.0842105,0.0973684
gb,2021-02-22,fashions,L3,291,161,0.030407524,366,0.54646,0.0707965,0.367257,0.515487,0.0464602,0.0154867,0.922566,0.0619469,0.995575,0.00442478,0.00221239,0.0464602,0.0154867
ShiningHouse,2021-02-28,jewelry,L1,122,103,0.013381595,228,0.404444,0.0355556,0.595556,0.311111,0.0577778,0.0666667,0.902222,0.0311111,1,0,0,0.0533333,0.0577778
TOMMY HILFIGER,2021-02-22,facilities,L1,57,89,0.014855356,493,0.452055,0.0479452,0.472603,0.465753,0.0136986,0.0547945,0.90411,0.0410959,0.993151,0.00684932,0,0.191781,0.0958904
Pandora,2021-02-22,fashions,L1,82,75,0.122938531,33,0.694267,0.0509554,0.630573,0.292994,0.0254777,0.0382166,0.88535,0.0764331,1,0,0,0.0318471,0.0382166
Vowsoo,2021-02-15,kids & babies,L3,282,241,0.011683792,738,0.478011,0.0114723,0.376673,0.508604,0.10325,0.0133843,0.986616,0,0.980879,0.0191205,0,0.0152964,0.00956023
Cici Beauty,2021-02-22,fashions,B2,12,9,0.000693922,453,0.238095,0.047619,0.571429,0.333333,0.047619,0,1,0,1,0,0,0,0.0952381
OSIM,2021-02-28,consumer electronics,L4,191,202,0.021049151,705,0.765903,0.0814249,0.307888,0.580153,0.0305343,0.0101781,0.946565,0.043257,1,0,0,0.0229008,0.0839695
HairCode,2021-02-22,fashions,B1,111,86,0.005437711,0,0.532995,0.0304569,0.22335,0.477157,0.269036,0.00507614,0.994924,0,0.862944,0.137056,0,0.0812183,0
FILA FUSION,2021-02-21,fashions,B1,919,772,0.025795767,2485,0.575399,0.00591366,0.543465,0.377883,0.072738,0.0224719,0.966292,0.011236,1,0,0,0.0366647,0.0632762
DJI,2021-02-22,consumer electronics,B2,21,24,0.001213452,185,0.111111,0.0222222,0.2,0.711111,0.0666667,0,1,0,0.977778,0.0222222,0,0.0666667,0.0222222
FILA FUSION,2021-02-22,fashions,B1,417,357,0.028657824,787,0.546512,0.0142119,0.497416,0.418605,0.0697674,0.0180879,0.971576,0.0103359,0.998708,0.00129199,0,0.0568475,0.0736434
Lynn&Milo,2021-02-28,fashions,L3,427,329,0.025024908,2121,0.589947,0.166667,0.510582,0.277778,0.0449735,0.0026455,0.962963,0.0343915,1,0,0,0.0132275,0.00793651
JIMI,2021-02-22,kids & babies,B2,77,39,0.004449324,83,0.224138,0.0172414,0.267241,0.655172,0.0603448,0.00862069,0.974138,0.0172414,1,0,0,0.0517241,0.00862069
ARIOSE years,2021-02-22,accessories,L2,149,100,0.042401821,251,0.522088,0.0281124,0.574297,0.381526,0.0160643,0.0401606,0.911647,0.0481928,1,0,0,0.0281125,0.100402
simonin,2021-02-22,fashions,L2,111,98,0.031587934,267,0.61244,0.0334928,0.507177,0.401914,0.0574163,0.0382775,0.913876,0.0478469,1,0,0,0.0430622,0.0574163
Adidas Originals,2021-02-21,accessories,B1,1956,2005,0.054916054,3638,0.398384,0.0237314,0.488765,0.433729,0.0537743,0.0161575,0.976016,0.00782631,0.999747,0.000252461,0.000252461,0.0355971,0.0333249
KKV,2021-02-21,fashions,B2,644,1959,0.024040615,2798,0.589704,0.0176719,0.276604,0.615444,0.0902805,0.0096043,0.983865,0.00653093,0.991932,0.00806761,0,0.0391856,0.0276604
VJC,2021-02-22,facilities,L1,153,135,0.011091779,1045,0.732639,0.00347222,0.472222,0.506944,0.0173611,0.0243056,0.954861,0.0208333,1,0,0,0.0277778,0.0798611
KKV,2021-02-22,fashions,B2,370,1437,0.025694444,1520,0.589375,0.0254566,0.309906,0.610404,0.0542335,0.0132817,0.978417,0.00830105,0.991699,0.00830105,0.000553403,0.031544,0.028777
HUAWEI,2021-02-22,kids & babies,B2,431,490,0.034052303,1555,0.434311,0.0206297,0.515744,0.410423,0.053203,0.0749186,0.899023,0.0260586,0.997828,0.00217155,0.00108578,0.155266,0.114007
Vowsoo,2021-02-16,kids & babies,L3,370,283,0.014426076,892,0.462481,0.0214395,0.422665,0.476263,0.0796325,0.0107198,0.984686,0.00459418,0.996937,0.00306279,0,0.0122511,0.00612557
INMIX,2021-02-22,fashions,B1,800,740,0.017479462,2818,0.562338,0.0168831,0.57013,0.363636,0.0493507,0.0467532,0.932468,0.0207792,0.998701,0.0012987,0,0.0324675,0.0974026
AIMERKIDS,2021-02-22,kids & babies,L3,44,44,0.017777778,67,0.715909,0.0568182,0.465909,0.397727,0.0795455,0,0.965909,0.0340909,1,0,0,0.0113636,0
YeeHoo,2021-02-22,facilities,L3,11,31,0.004444444,189,0.642857,0.047619,0.571429,0.357143,0.0238095,0,0.976191,0.0238095,1,0,0,0.0238095,0
AAPE,2021-02-22,accessories,L1,229,169,0.04937473,572,0.30402,0.0326633,0.603015,0.291457,0.0728643,0.0427136,0.944724,0.0125628,1,0,0,0.0628141,0.0226131
Adidas Originals,2021-02-22,accessories,B1,981,903,0.067473691,1278,0.43259,0.0265393,0.512739,0.414013,0.0467091,0.0249469,0.95913,0.0159236,0.999469,0.000530786,0,0.0525478,0.0398089
GEMMO,2021-02-21,fashions,L2,565,451,0.034904553,1228,0.53248,0.0295276,0.450787,0.471457,0.0482283,0.0147638,0.950787,0.0344488,1,0,0,0.0226378,0.0167323
EVISUKURO,2021-02-22,fashions,L1,252,259,0.023311748,1783,0.418787,0.074364,0.461839,0.409002,0.0547945,0.0156556,0.982387,0.00195695,0.998043,0.00195695,0,0.0410959,0.0117417
CAIBAI Jewelry,2021-02-22,consumer electronics,L1,224,223,0.044737368,59,0.55481,0.0402685,0.469799,0.442953,0.0469799,0.0380313,0.908277,0.0536913,0.98434,0.01566,0,0.0447427,0.0268456
GOFI Disney,2021-02-22,fashions,L3,111,74,0.021932424,83,0.627027,0.0810811,0.524324,0.297297,0.0972973,0.0540541,0.87027,0.0756757,0.983784,0.0162162,0,0.0702703,0.027027
AIMERKIDS,2021-02-28,kids & babies,L3,83,62,0.010469223,288,0.544828,0.131034,0.282759,0.468966,0.117241,0,0.965517,0.0344828,1,0,0,0.00689655,0
KT World,2021-02-22,fashions,B1,511,349,0.02694153,1755,0.334884,0.0267442,0.438372,0.509302,0.0255814,0.0581395,0.927907,0.0139535,0.998837,0.00116279,0,0.0255814,0.0325581
BOYLONDON,2021-02-22,accessories,B1,88,65,0.006837607,430,0.189542,0.0457516,0.24183,0.647059,0.0653595,0,1,0,1,0,0,0,0
PERFECT DIARY,2021-02-28,kids & babies,B1,4376,3634,0.040927031,2290,0.70412,0.0377029,0.527591,0.369788,0.0649188,0.0314607,0.939575,0.0289638,0.997753,0.00224719,0.000998752,0.0501873,0.0267166
Asics,2021-02-22,accessories,L4,131,128,0.046685674,162,0.471042,0.019305,0.397683,0.536679,0.046332,0.027027,0.957529,0.015444,1,0,0,0.0849421,0.138996
Lynn&Milo,2021-02-22,fashions,L3,214,159,0.033276318,806,0.651474,0.163539,0.538874,0.257373,0.0402145,0.00536193,0.957105,0.0375335,1,0,0,0.0268097,0.00268096
City Garden,2021-02-28,kids & babies,L5,25,7,0.002950897,31,0.4375,0.03125,0.5,0.40625,0.0625,0,1,0,1,0,0,0,0.03125
Siyuehetun,2021-02-22,kids & babies,L6,73,23,0.026545455,423,0.28125,0.03125,0.520833,0.416667,0.03125,0.0104167,0.895833,0.09375,1,0,0,0.03125,0.0729167
mini peace,2021-02-22,fashions,L3,72,68,0.050174216,165,0.692857,0.0785714,0.407143,0.45,0.0642857,0.05,0.907143,0.0428571,1,0,0,0.0214286,0.0714286
Duniang Hotpot,2021-02-28,consumer electronics,B1,344,246,0.0217887,2128,0.308475,0.0118644,0.322034,0.398305,0.267797,0.00677966,0.976271,0.0169492,0.998305,0.00169492,0,0.140678,0.00508475
Cool zone,2021-02-22,kids & babies,L3,76,65,0.032758621,118,0.468085,0.0496454,0.531915,0.375887,0.0425532,0.0851064,0.858156,0.0567376,1,0,0,0.0851064,0.0212766
GEMMO,2021-02-22,fashions,L2,249,214,0.032617239,591,0.518359,0.0475162,0.440605,0.483801,0.0280778,0.00431965,0.965443,0.0302376,1,0,0,0.00431965,0.0259179
Miniso,2021-02-22,kids & babies,B1,1125,1467,0.076039202,1427,0.770062,0.089892,0.582947,0.286651,0.0405093,0.00154321,0.964892,0.0335648,0.999614,0.000385802,0,0.0181327,0.00848765
NIO,2021-02-22,kids & babies,L1,409,382,0.019531063,312,0.437421,0.187105,0.292035,0.48799,0.0328698,0.0353982,0.841972,0.12263,1,0,0.00126422,0.05689,0.034134
Jujiao Nail Beauty,2021-02-22,kids & babies,B2,68,49,0.003932227,398,0.495726,0.042735,0.350427,0.589744,0.017094,0.111111,0.871795,0.017094,1,0,0,0.0512821,0.042735
Dyson,2021-02-22,consumer electronics,B1,18,10,0.001398601,542,0.5,0,0.428571,0.535714,0.0357143,0,1,0,1,0,0,0.107143,0
Vowsoo,2021-02-17,kids & babies,L3,374,302,0.015944748,1035,0.473373,0.00739645,0.489645,0.451183,0.0517752,0.0192308,0.97929,0.00147929,0.998521,0.00147929,0.00295858,0.00887574,0.00887574
YeeHoo,2021-02-28,facilities,L3,60,103,0.007568113,491,0.595092,0.0920245,0.478528,0.398773,0.0306748,0.00613497,0.944785,0.0490797,1,0,0,0,0.00613497
City Garden,2021-02-22,kids & babies,L5,6,6,0.001478197,18,0.25,0,0.5,0.333333,0.166667,0,1,0,1,0,0,0.0833333,0
HIMO,2021-02-22,food,B1,342,312,0.023050482,1231,0.620795,0.154434,0.460245,0.319572,0.0657492,0.0030581,0.974006,0.0229358,0.998471,0.00152905,0,0.0107034,0.00764526
OSIM,2021-02-22,consumer electronics,L4,50,46,0.011392117,186,0.677083,0.166667,0.260417,0.552083,0.0208333,0,0.895833,0.104167,1,0,0,0.0104167,0.0416667
INMIX,2021-02-28,fashions,B1,1112,1088,0.01318004,6164,0.523636,0.0372727,0.508182,0.408182,0.0463636,0.0627273,0.913636,0.0236364,0.998182,0.00181818,0,0.0445455,0.0918182
JINS,2021-02-28,fashions,B1,592,545,0.032581178,3323,0.576077,0.0228672,0.402814,0.467018,0.1073,0.0228672,0.94635,0.0307828,0.998241,0.00175901,0.000879507,0.0483729,0.0474934
ShiningHouse,2021-02-22,jewelry,L1,37,29,0.007977577,98,0.363636,0.106061,0.484848,0.348485,0.0606061,0.030303,0.909091,0.0606061,1,0,0,0.0606061,0.0151515
Vowsoo,2021-02-18,kids & babies,L3,217,156,0.022463768,452,0.386059,0.0214477,0.477212,0.420912,0.080429,0.0107239,0.981233,0.0080429,1,0,0,0.0187668,0.0134048
Cool zone,2021-02-28,kids & babies,L3,266,233,0.047339384,452,0.476954,0.0981964,0.398798,0.446894,0.0561122,0.0480962,0.901804,0.0501002,0.995992,0.00400802,0,0.0661323,0.0661323
KIDSIMLE,2021-02-22,kids & babies,L3,43,34,0.008496345,36,0.584416,0.12987,0.519481,0.311688,0.038961,0,0.974026,0.025974,1,0,0,0.012987,0.025974
Duniang Hotpot,2021-02-22,consumer electronics,B1,216,145,0.037228542,964,0.418283,0.00277008,0.429363,0.385042,0.182825,0.0110803,0.975069,0.0138504,0.99446,0.00554017,0,0.0914127,0
Vowsoo,2021-02-19,kids & babies,L3,245,194,0.029080119,578,0.503417,0.0296128,0.498861,0.396355,0.0751708,0.00683371,0.968109,0.0250569,0.995444,0.00455581,0,0.022779,0.0159453
JINS,2021-02-22,fashions,B1,391,329,0.038944223,1567,0.615278,0.0333333,0.427778,0.461111,0.0777778,0.0263889,0.909722,0.0638889,0.998611,0.00138889,0,0.0361111,0.0486111
NanluoFeiMao,2021-02-22,kids & babies,L5,578,483,0.089307787,1179,0.294062,0.110273,0.206409,0.613572,0.0697455,0.0131951,0.964185,0.0226202,1,0,0.000942507,0.0235627,0.0122526
ZARA,2021-02-22,facilities,L1,917,871,0.084828862,180,0.585571,0.0604027,0.608501,0.288591,0.0425056,0.0201342,0.904922,0.0749441,1,0,0,0.0799776,0.0201342
Vowsoo,2021-02-20,kids & babies,L3,322,302,0.034368663,684,0.471154,0.0304487,0.532051,0.392628,0.0448718,0.0192308,0.974359,0.00641026,0.996795,0.00320513,0,0.0176282,0.0128205
Vowsoo,2021-02-21,kids & babies,L3,538,470,0.036403004,1127,0.43254,0.0446429,0.507936,0.389881,0.0575397,0.00892857,0.978175,0.0128968,0.99504,0.00496032,0,0.0238095,0.0109127
BOYLONDON,2021-02-23,accessories,B1,78,65,0.005690938,417,0.181818,0.013986,0.20979,0.755245,0.020979,0,1,0,1,0,0,0,0
PERFECT DIARY,2021-02-22,kids & babies,B1,2796,2170,0.0473481,948,0.753121,0.0648409,0.527185,0.34998,0.0579944,0.0281917,0.937978,0.03383,0.997584,0.00241643,0,0.0527588,0.0318164
HairCode,2021-02-23,fashions,B1,137,112,0.006891001,0,0.534137,0.0321285,0.353414,0.51004,0.104418,0.00401606,0.991968,0.00401606,0.939759,0.060241,0,0.0763052,0
VJC,2021-02-23,facilities,L1,109,107,0.008493065,1060,0.773148,0.0138889,0.449074,0.513889,0.0231482,0.0324074,0.953704,0.0138889,1,0,0,0.0324074,0.111111
Vowsoo,2021-02-22,kids & babies,L3,314,244,0.051056911,491,0.517921,0.0519713,0.543011,0.365591,0.0394265,0.0197133,0.960573,0.0197133,1,0,0,0.0286738,0.0125448
HUAWEI,2021-02-23,kids & babies,B2,514,518,0.039218678,1483,0.430233,0.0310078,0.544574,0.387597,0.0368217,0.0823643,0.892442,0.0251938,1,0,0,0.121124,0.102713
Asics,2021-02-23,accessories,L4,154,143,0.053287197,180,0.420875,0.010101,0.323232,0.626263,0.040404,0.030303,0.952862,0.016835,1,0,0,0.10101,0.104377
GEMMO,2021-02-23,fashions,L2,187,155,0.022746624,669,0.5,0.0263158,0.426901,0.532164,0.0146199,0.00584795,0.979532,0.0146199,1,0,0,0.00877193,0.00877193
Cici Beauty,2021-02-23,fashions,B2,24,16,0.001282942,476,0.325,0,0.575,0.425,0,0.05,0.95,0,1,0,0,0.05,0.025
CAIBAI Jewelry,2021-02-23,consumer electronics,L1,211,205,0.045153007,121,0.528846,0.03125,0.514423,0.413462,0.0408654,0.0336538,0.927885,0.0384615,0.995192,0.00480769,0,0.0649038,0.0480769
EVISUKURO,2021-02-23,fashions,L1,249,198,0.02454895,1676,0.391499,0.0805369,0.467562,0.420582,0.0313199,0.00671141,0.991051,0.00223714,0.997763,0.00223714,0,0.0447427,0.00447427
Cool zone,2021-02-23,kids & babies,L3,133,121,0.039689645,216,0.370079,0.0866142,0.488189,0.370079,0.0551181,0.0629921,0.870079,0.0669291,0.996063,0.00393701,0,0.0590551,0.0393701
JIMI,2021-02-24,kids & babies,B2,65,57,0.00343026,73,0.270492,0.00819672,0.311475,0.598361,0.0819672,0.0163934,0.97541,0.00819672,0.991803,0.00819672,0,0.0327869,0.0163934
INMIX,2021-02-23,fashions,B1,676,646,0.014058731,2872,0.588502,0.0363086,0.565809,0.358548,0.0393343,0.0302572,0.92587,0.0438729,0.998487,0.00151286,0,0.0302572,0.0801815
YeeHoo,2021-02-23,facilities,L3,28,35,0.009373954,216,0.68254,0,0.444444,0.492063,0.0634921,0.031746,0.952381,0.015873,1,0,0,0,0
PERFECT DIARY,2021-02-23,kids & babies,B1,2614,2086,0.045380369,836,0.755745,0.0617021,0.503404,0.374043,0.0608511,0.0378723,0.936596,0.0255319,0.998298,0.00170213,0.000851064,0.0502128,0.0285106
NanluoFeiMao,2021-02-23,kids & babies,L5,477,435,0.080902307,1088,0.335526,0.10307,0.22807,0.608553,0.060307,0.00657895,0.972588,0.0208333,1,0,0,0.0274123,0.00767544
ARIOSE years,2021-02-23,accessories,L2,90,53,0.0256996,250,0.601399,0.00699301,0.587413,0.384615,0.020979,0.041958,0.93007,0.027972,0.993007,0.00699301,0,0.027972,0.0699301
Miniso,2021-02-23,kids & babies,B1,1066,1322,0.074555882,1571,0.786013,0.0695142,0.551926,0.330402,0.0481575,0.00460636,0.964405,0.0309883,0.998325,0.00167504,0,0.0171692,0.00921273
AAPE,2021-02-23,accessories,L1,198,142,0.048257373,469,0.305882,0.0117647,0.632353,0.291176,0.0647059,0.0676471,0.929412,0.00294118,0.997059,0.00294118,0,0.0764706,0.0323529
ShiningHouse,2021-02-23,jewelry,L1,37,32,0.009017792,65,0.275362,0,0.594203,0.318841,0.0869565,0.115942,0.869565,0.0144928,1,0,0,0.101449,0.0144928
OSIM,2021-02-23,consumer electronics,L4,83,83,0.017637059,406,0.746988,0.0963855,0.283133,0.578313,0.0421687,0,0.927711,0.0722892,1,0,0,0.0301205,0.0180723
JINS,2021-02-23,fashions,B1,346,336,0.033371914,1678,0.633431,0.0293255,0.385631,0.508798,0.0762463,0.0293255,0.922287,0.0483871,1,0,0,0.0513196,0.0483871
Duniang Hotpot,2021-02-23,consumer electronics,B1,249,197,0.060865314,1212,0.352018,0.0201794,0.439462,0.369955,0.170404,0.00448431,0.979821,0.0156951,1,0,0,0.141256,0
AIMERKIDS,2021-02-23,kids & babies,L3,66,44,0.022095748,91,0.645455,0.118182,0.4,0.409091,0.0727273,0,0.990909,0.00909091,1,0,0,0,0
DJI,2021-02-24,consumer electronics,B2,37,38,0.00195261,172,0.266667,0.0533333,0.346667,0.56,0.04,0.0266667,0.973333,0,1,0,0,0.0533333,0.0533333
KT World,2021-02-23,fashions,B1,640,465,0.031587779,2160,0.307692,0.0334842,0.376471,0.552036,0.0380091,0.0361991,0.957466,0.00633484,0.999095,0.000904977,0,0.0199095,0.0180995
FILA FUSION,2021-02-23,fashions,B1,470,330,0.029132833,933,0.59375,0.005,0.50875,0.42125,0.065,0.02625,0.97,0.00375,0.99875,0.00125,0,0.07625,0.045
Dyson,2021-02-23,consumer electronics,B1,14,14,0.00102145,549,0.464286,0.107143,0.571429,0.285714,0.0357143,0.0357143,0.964286,0,1,0,0,0.0357143,0.0357143
Pandora,2021-02-23,fashions,L1,78,75,0.11589896,43,0.72549,0.0392157,0.588235,0.359477,0.0130719,0.0130719,0.921569,0.0653595,1,0,0,0.0784314,0.0522876
HIMO,2021-02-23,food,B1,365,331,0.025528046,1152,0.637931,0.159483,0.45977,0.33046,0.0502874,0.00143678,0.985632,0.012931,0.998563,0.00143678,0,0.0114943,0.00143678
DJI,2021-02-23,consumer electronics,B2,22,27,0.00117603,169,0.367347,0,0.408163,0.591837,0,0,1,0,1,0,0,0.0408163,0.0204082
JIMI,2021-02-23,kids & babies,B2,51,33,0.002726252,90,0.369048,0.0238095,0.333333,0.595238,0.047619,0,1,0,1,0,0,0.0357143,0
YSL,2021-02-23,facilities,L1,3782,2967,5.61961367,3546,0.286116,0.171581,0.326715,0.443621,0.0580827,0.00177804,0.943843,0.0543784,0.998963,0.00103719,0,0.00400059,0.00103719
TOMMY HILFIGER,2021-02-23,facilities,L1,72,96,0.020408163,474,0.458333,0.0892857,0.410714,0.470238,0.0297619,0.047619,0.875,0.0773809,0.994048,0.00595238,0,0.0892857,0.0595238
Jujiao Nail Beauty,2021-02-23,kids & babies,B2,55,40,0.002944325,485,0.505263,0.0105263,0.505263,0.410526,0.0736842,0.0736842,0.915789,0.0105263,1,0,0,0.0105263,0.0315789
Lynn&Milo,2021-02-23,fashions,L3,239,187,0.031237747,911,0.593897,0.169014,0.495305,0.288732,0.0469484,0,0.969484,0.0305164,0.997653,0.00234742,0,0.0258216,0.00469484
Adidas Originals,2021-02-23,accessories,B1,942,906,0.058389636,1405,0.433983,0.0156926,0.492965,0.438853,0.0524892,0.0275974,0.963203,0.00919914,1,0,0.00108225,0.04329,0.0351732
gb,2021-02-23,fashions,L3,219,193,0.016744399,506,0.5,0.114078,0.31068,0.502427,0.0728155,0.00242718,0.910194,0.0873786,0.997573,0.00242718,0.00728155,0.038835,0.00970874
Vowsoo,2021-02-23,kids & babies,L3,285,256,0.037367248,533,0.487985,0.0240296,0.471349,0.456562,0.0480592,0.0203327,0.977819,0.00184843,0.996303,0.00369686,0,0.025878,0.0203327
KKV,2021-02-23,fashions,B2,437,1449,0.030540219,1448,0.57158,0.0164369,0.257688,0.677094,0.0487805,0.0137858,0.981972,0.00424178,0.991516,0.00848356,0.000530223,0.0371156,0.0265111
ZARA,2021-02-23,facilities,L1,967,908,0.095336685,188,0.5872,0.0597333,0.577067,0.3328,0.0304,0.0234667,0.911467,0.0650667,0.999467,0.000533333,0,0.0704,0.0234667
mini peace,2021-02-23,fashions,L3,74,71,0.045934202,210,0.689655,0.0413793,0.551724,0.393103,0.0137931,0.0482759,0.910345,0.0413793,1,0,0,0.0482759,0.131034
NIO,2021-02-23,kids & babies,L1,427,417,0.021801287,282,0.417062,0.151659,0.296209,0.528436,0.0236967,0.0379147,0.873223,0.0888626,1,0,0,0.049763,0.0438389
City Garden,2021-02-23,kids & babies,L5,11,4,0.003019489,6,0.133333,0,0.466667,0.4,0.133333,0,0.933333,0.0666667,1,0,0,0,0
Siyuehetun,2021-02-24,kids & babies,L6,79,39,0.029856387,203,0.389831,0.00847458,0.533898,0.432203,0.0254237,0.0254237,0.940678,0.0338983,1,0,0,0.0508475,0.101695
Siyuehetun,2021-02-23,kids & babies,L6,64,34,0.025518341,188,0.418367,0.0102041,0.663265,0.285714,0.0408163,0.0204082,0.908163,0.0714286,1,0,0,0.0102041,0.132653
KIDSIMLE,2021-02-23,kids & babies,L3,70,69,0.012440021,86,0.561151,0.0647482,0.460432,0.42446,0.0503597,0.028777,0.928058,0.0431655,1,0,0,0.0143885,0.028777
simonin,2021-02-23,fashions,L2,118,112,0.033695031,341,0.473913,0.026087,0.452174,0.482609,0.0391304,0.0478261,0.921739,0.0304348,1,0,0,0.0217391,0.0391304
City Garden,2021-02-24,kids & babies,L5,3,3,0.00071242,20,0.333333,0,0.833333,0.166667,0,0,0.833333,0.166667,1,0,0,0,0
GOFI Disney,2021-02-23,fashions,L3,145,117,0.025768616,115,0.618321,0.129771,0.492366,0.328244,0.0496183,0.0343511,0.874046,0.0916031,1,0,0,0.0534351,0.0152672
GEMMO,2021-02-24,fashions,L2,290,207,0.033638789,1220,0.531187,0.0301811,0.460765,0.480885,0.028169,0.0100604,0.949698,0.0402414,1,0,0,0.00804829,0.0181087
TOMMY HILFIGER,2021-02-24,facilities,L1,72,84,0.017535314,536,0.532051,0.0128205,0.570513,0.391026,0.025641,0.0128205,0.923077,0.0641026,1,0,0,0.0769231,0.102564
NIO,2021-02-24,kids & babies,L1,479,476,0.021669306,322,0.462827,0.173822,0.310995,0.489005,0.026178,0.0471204,0.865969,0.086911,1,0,0,0.0575916,0.0544503
KKV,2021-02-24,fashions,B2,388,1475,0.024493403,1642,0.587225,0.0230811,0.259259,0.661299,0.0563607,0.0171766,0.976382,0.00644122,0.988728,0.0112721,0,0.037037,0.0241546
VJC,2021-02-24,facilities,L1,138,126,0.009504132,1248,0.700758,0.0151515,0.420455,0.537879,0.0265152,0.0454545,0.935606,0.0189394,0.992424,0.00757576,0,0.0454545,0.0871212
HairCode,2021-02-24,fashions,B1,114,90,0.005225523,0,0.563725,0.0441176,0.318627,0.514706,0.122549,0.0147059,0.97549,0.00980392,0.921569,0.0784314,0,0.0490196,0
Lynn&Milo,2021-02-24,fashions,L3,231,227,0.029155623,976,0.600437,0.209607,0.482533,0.275109,0.0327511,0,0.936681,0.0633188,1,0,0,0.0327511,0.00218341
FILA FUSION,2021-02-24,fashions,B1,399,319,0.0255213,922,0.575209,0.0139276,0.562674,0.371866,0.051532,0.0320334,0.955432,0.0125348,1,0,0,0.0654596,0.0752089
Duniang Hotpot,2021-02-24,consumer electronics,B1,241,174,0.040695711,2647,0.337349,0.00722892,0.527711,0.395181,0.0698795,0.0144578,0.959036,0.026506,1,0,0,0.142169,0.00481928
KT World,2021-02-28,fashions,B1,1059,790,0.030890847,3428,0.334776,0.0248783,0.358572,0.574905,0.0416441,0.0432666,0.946998,0.00973499,1,0,0,0.0232558,0.016225
BOYLONDON,2021-02-24,accessories,B1,70,60,0.005089429,434,0.207692,0.0384615,0.284615,0.646154,0.0307692,0,1,0,0.992308,0.00769231,0,0,0
NanluoFeiMao,2021-02-24,kids & babies,L5,536,443,0.078881531,1259,0.346272,0.0949949,0.19714,0.655771,0.052094,0.00919305,0.974464,0.0163432,0.998979,0.00102145,0,0.020429,0.00919305
Cool zone,2021-02-24,kids & babies,L3,78,71,0.025922233,92,0.530201,0.107383,0.402685,0.463087,0.0268456,0.0805369,0.852349,0.0671141,1,0,0,0.0872483,0.0268456
Miniso,2021-02-24,kids & babies,B1,1012,1356,0.064557285,1670,0.797297,0.0646115,0.564611,0.328125,0.042652,0.00126689,0.96875,0.0299831,0.999578,0.000422297,0,0.0160473,0.00802365
gb,2021-02-24,fashions,L3,187,147,0.015055149,465,0.508982,0.122754,0.356287,0.452096,0.0688623,0.00299401,0.928144,0.0688623,1,0,0,0.0299401,0.00299401
CAIBAI Jewelry,2021-02-24,consumer electronics,L1,211,218,0.040662941,50,0.503497,0.039627,0.447552,0.475524,0.037296,0.037296,0.937063,0.025641,0.995338,0.004662,0,0.034965,0.048951
AIMERKIDS,2021-02-24,kids & babies,L3,45,44,0.014734774,80,0.674157,0.101124,0.404494,0.370786,0.123596,0,0.988764,0.011236,1,0,0,0,0
